Tags,java,android,swing,eclipse,spring,hibernate,arrays,multithreading,xml,jsp,string,servlets,maven,java-ee,mysql,spring-mvc,json,regex,tomcat,jpa,jdbc,javascript,arraylist,web-services,sql,generics,netbeans,sockets,user-interface,jar,html,jsf,database,file,google-app-engine,gwt,junit,exception,algorithm,rest,class,performance,applet,image,jtable,c#,jframe,collections,c++,methods,oop,linux,nullpointerexception,jaxb,parsing,oracle,concurrency,php,jpanel,jboss,object,ant,date,selenium,javafx,jvm,list,struts2,hashmap,sorting,awt,http,inheritance,reflection,hadoop,windows,loops,unit-testing,sqlite,design-patterns,serialization,security,intellij-idea,file-io,logging,swt,apache,annotations,jersey,jquery,scala,libgdx,osx,encryption,spring-security,log4j,python,jni,soap,interface,io,for-loop,recursion,jackson,web-applications,ssl,jsf-2,jbutton,android-layout,playframework,graphics,ajax,glassfish,eclipse-plugin,enums,selenium-webdriver,networking,c,if-statement,apache-poi,listview,pdf,mongodb,android-activity,math,android-fragments,api,data-structures,excel,android-intent,orm,constructor,validation,ejb,debugging,classpath,audio,static,map,layout,testing,garbage-collection,design,java.util.scanner,groovy,exception-handling,primefaces,random,variables,java-8,jsoup,memory,url,linked-list,gson,session,postgresql,jasper-reports,actionlistener,jetty,lucene,timer,jms,android-asynctask,jstl,classloader,jax-rs,maven-2,javafx-2,.net,jax-ws,jlabel,casting,email,struts,datetime,jtextfield,gradle,itext,java-me,multidimensional-array,opengl,while-loop,caching,inputstream,dependency-injection,javamail,csv,cxf,xml-parsing,properties,mockito,google-maps,rmi,osgi,wsdl,search,encoding,button,split
excel,0.9970941,0.99960613,0.9991378,0.9989431,0.9991913,0.9996205,0.9993887,0.9998055,0.99813104,0.99754757,0.9994264,0.99755245,0.99949414,0.9987136,0.99802196,0.99869156,0.9991641,0.9997117,0.99956465,0.9999264,0.9972306,0.9980469,0.99909216,0.9995756,0.99810004,1,0.9986715,0.99990124,0.99940455,0.99947894,0.99795324,0.9990196,0.9974874,0.9982095,0.99954504,0.99896634,0.99930304,0.99824107,0.9992903,0.9994009,0.99976027,0.99926317,0.9993839,0.9981919,0.99695164,0.99907213,0.9998669,0.99986595,0.99944913,0.9998618,0.9998582,0.9995666,0.99855053,0.99970955,0.99779576,0.9983802,0.9998522,0.999408,0.9998516,0.9996994,0.99984866,0.9998485,0.99741447,0.99370295,1,0.99953794,0.99968845,0.99875116,0.9982818,0.99968344,1,0.9993578,1,0.9996774,0.9998386,0.9990239,0.998696,1,0.9993382,1,0.99983186,1,0.9994923,0.9989563,0.9996489,0.999472,0.9759711,0.99982214,0.9998191,0.9983696,0.9996345,1,0.9994429,0.9996272,0.9998133,0.99981326,0.9979288,0.9998117,1,1,0.998105,0.99903363,0.99961185,1,0.9992192,1,0.99960643,1,1,1,1,0.99959934,1,1,1,0.9927346,1,0.99979657,0.9997943,0.7341838,0.9995866,0.99538785,0.99979067,1,0.9993684,1,0.99533206,0.9997887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
android-intent,0.99713606,0.978605,1,0.9948249,1,1,0.99915206,0.9989764,0.9977728,1,0.99913776,1,0.99993664,1,0.99979526,1,0.99832284,0.9998555,1,1,1,0.9996741,0.99792856,0.99974465,0.9999094,1,1,0.99990094,0.9997013,1,0.9998921,1,0.99967176,0.9996635,0.99988586,1,0.99965024,1,1,0.9998798,0.99819165,0.9977769,1,0.99805397,1,1,1,1,0.999585,0.9994443,0.99957234,0.99970967,0.99355876,1,0.9994102,1,1,0.9997026,1,1,0.9990865,1,0.9998475,1,1,1,0.99937344,1,0.99968636,1,1,0.99983865,0.9998384,1,1,1,0.99983627,0.99967074,0.99766666,1,0.99864566,0.99983037,0.99965966,1,1,1,0.9998225,0.99982107,1,0.99981797,1,0.9996296,1,0.9998124,1,1,1,0.9996209,1,1,1,0.99980557,1,1,1,1,1,1,0.96753645,1,0.99979913,1,1,0.9997983,1,1,0.99897873,0.99979514,0.99896353,1,0.99224156,0.99768275,1,0.9263804,1,0.98555726,0.9989353,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orm,0.99714345,0.9996885,0.9999804,0.9997289,0.99602306,0.9350649,1,0.99980515,0.99919105,0.99989337,1,0.9998164,0.9996197,0.9958469,0.99278104,0.99917173,0.9994413,1,0.99970895,0.9323142,0.996744,1,0.99991727,1,0.9912233,0.9995295,0.9990478,1,0.9999004,1,1,0.9995626,0.98511606,1,0.9991999,0.9995387,0.9992998,0.99952936,1,0.99987966,0.99987954,0.9978992,1,0.9998704,1,0.99986684,1,0.99878573,0.9998616,1,0.9979994,1,0.9998544,0.9997079,1,0.99539447,1,1,1,0.9990923,0.9996954,0.9998476,0.99969465,1,0.9998454,1,0.9995297,0.9995291,0.99984306,0.99984074,1,1,0.99561477,0.99967533,1,1,1,0.9993406,0.9974971,0.99747944,0.998814,1,0.99982965,1,0.9992927,1,1,0.99041766,0.9998178,1,0.99871016,1,1,0.9994364,0.9996238,0.99943537,0.99981064,1,1,0.9994279,1,1,0.9996088,0.9992174,0.9994099,1,1,1,1,0.99555737,1,1,0.99919176,1,0.99736786,1,1,1,1,1,1,1,0.99873203,1,1,1,0.999787,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constructor,0.9971447,0.9991566,0.9986658,0.9993491,0.9993859,0.99988604,0.99455595,0.99917126,0.9996968,0.9999467,0.9983886,0.99957144,0.99993664,0.9997287,0.99993175,0.999862,0.9998604,0.9999277,0.9999272,0.99955696,1,0.99959236,0.9957627,0.99965936,0.9998187,0.99603325,0.99876165,0.9996033,0.99870366,0.9997907,0.999892,0.9998907,0.9998905,0.9994386,1,0.9998847,0.99988335,0.994679,0.9998812,0.99963886,0.97481173,0.99962986,0.9995047,0.99987036,0.9996013,0.9985331,0.99812335,0.9987856,0.99708456,0.9821757,0.98714244,1,0.99619997,0.99941546,0.99955726,0.99985206,0.9985108,0.9995534,0.9989538,1,0.9810706,1,0.99877733,1,0.9992264,0.999535,0.9976437,0.99968606,0.9985856,0.999522,0.99935585,0.9998385,0.9698434,0.9908272,1,1,0.9996721,0.9991755,0.9993337,0.9961293,0.9981347,0.99966025,1,0.9996499,0.9998232,1,0.9994666,0.99838537,0.9998177,1,0.9988944,0.9998146,1,1,1,1,0.9990523,0.99962044,0.9998096,0.9957887,0.9994278,0.99883085,0.99843323,1,1,1,1,0.99840385,1,1,0.99979883,1,1,1,0.9928804,0.99979794,0.9997956,0.9995897,0.9997926,1,1,1,1,0.99915147,0.99978775,0.99936116,0.9991471,0.9993602,1,0.9997841,0.99956757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation,0.9971817,0.99944997,0.9976615,0.9992399,0.9906155,0.9938385,0.99924505,0.99995124,0.99065375,0.9951722,0.99786586,0.9988953,0.99942833,0.9979575,0.999384,0.98277557,0.9974756,0.9907157,0.9999271,0.99770164,0.9996031,0.99729687,0.9997511,0.99846125,0.9993634,0.99952805,0.99952275,0.9998011,0.9991002,0.9997901,0.9977199,0.9912601,0.99934065,0.9995494,0.99931186,0.99709976,0.99918,0.99798936,0.9998808,0.99782133,0.99915314,0.99950457,0.9998758,0.99960953,0.9990654,0.99919724,0.9991933,0.99932295,0.9995828,0.99902207,0.9985655,0.9998541,0.99970746,0.99424607,0.99747473,0.9994054,1,0.99940175,0.9990994,0.99863136,0.99938774,0.99954045,0.9933621,1,0.99922276,1,0.999685,0.9777599,0.9998423,1,0.9998383,0.9998377,0.9995122,0.99967366,0.99983674,0.99967104,0.9978544,0.9991714,1,0.9974662,0.99965966,0.9982903,0.99982876,0.99982405,0.99982226,0.9983943,0.9989268,0.9850119,0.9981645,0.9976125,0.9994444,1,1,0.9998111,0.99962157,0.99981076,0.99923766,1,0.99923354,0.99980825,1,0.99941236,1,0.99842393,0.9986136,0.99980134,0.99073887,0.99879616,1,0.99471223,0.9997976,0.99735236,0.9997968,0.9995935,0.99837166,0.9997967,0.99979436,0.9997936,0.99727976,0.99832743,1,0.99872744,0.9995749,0.9997866,0.9997864,1,0.99978554,1,0.9984881,1,0.9986931,0.99956465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejb,0.9971854,0.99996334,0.9997451,0.9990225,0.99725616,0.9958364,0.99995285,0.998681,0.9997469,0.9983421,0.9999424,0.9958749,0.99719834,0.94712365,0.9980806,0.99972343,0.9997901,1,0.9984664,0.98023236,0.99856925,0.99983656,1,0.99441963,0.9989079,0.99943346,0.99404764,0.999602,0.9997001,0.9992647,0.99989164,0.9902515,0.9977981,0.99988735,0.99954116,0.9989575,0.9975352,0.9975142,0.99988073,0.9963623,0.99987906,0.9993804,0.9998757,0.9998698,1,1,1,0.99972916,1,0.99986035,0.9995699,0.9995619,0.9988282,0.9998532,1,0.99851143,0.9979036,0.9995512,1,0.95821464,0.99984694,0.9995402,0.9998466,1,0.9996891,0.99953264,0.99984246,0.9992107,1,1,1,0.99983764,1,0.9988564,1,0.9998355,1,0.9975087,1,0.99763435,0.99761134,0.996229,1,1,0.99964434,1,0.9998212,0.99710876,0.9985313,1,1,1,1,0.999811,0.9992424,0.9988628,1,0.99942696,0.99846506,0.9986554,0.99980813,1,1,1,0.9988112,0.99920446,0.996997,1,1,1,1,0.9995933,0.95340425,1,0.99959314,1,1,1,1,0.9997911,1,1,0.9997874,1,0.99978626,1,0.9997854,1,0.9997842,1,0.9991285,0.9997822,0.9993421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
debugging,0.9971879,0.9974555,0.99874353,0.97668093,0.9993853,0.9996575,0.9991976,0.9974073,0.99954426,0.9991449,0.999251,0.99920213,0.99764484,0.9989113,0.99965775,0.9994466,0.9997901,0.9996376,0.99589926,0.999778,0.99968237,0.9991002,0.9992527,0.9995729,0.99990904,0.99962234,0.99104303,0.99910384,0.99919987,0.9986333,0.9998916,0.99945104,0.9997802,0.99977463,0.99850696,0.998377,0.9964743,0.99382055,0.9991644,0.9998791,0.9987891,0.99751645,0.9973829,0.9996093,0.999733,0.9989286,0.999462,0.9998646,0.9977694,0.99874145,0.99985665,0.9967775,0.9969172,0.9997063,0.9994065,0.9997026,0.9979029,0.99955106,0.99894834,0.9974097,0.9990806,0.9978501,0.999693,0.99969107,0.99891067,0.9915174,1,0.99952644,0.99936837,0.99855655,0.99919015,0.99902457,0.99983734,0.9983649,0.99803567,0.9981866,0.998349,0.99883854,0.9991621,0.9998313,0.9993185,0.9993162,0.9781124,0.9987659,0.9935565,0.9996433,0.99946326,0.9996394,0.9998166,1,0.99814403,0.99962676,0.99773586,0.9996218,0.9996212,0.99829257,0.99866384,0.9969349,0.9998083,0.999424,0.999424,0.99862635,0.99861985,0.9996061,0.99900913,0.99920416,0.99960047,0.9993978,0.9995985,0.99837726,0.9997974,0.9997966,0.99816626,0.995095,1,0.9997965,0.9989699,0.9981374,0.998745,1,0.99936986,1,1,0.99935895,0.999144,0.99978554,0.9989256,0.9993554,1,0.9989114,1,0.9989097,0.9997807,0.999561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classpath,0.9972015,0.9997525,0.99980384,0.99206805,0.99756396,0.9995431,1,0.99985355,0.9992398,0.9994654,0.99994236,0.9985251,0.9915406,0.99754536,0.9988345,0.9992383,0.9995096,1,0.99508584,0.9997037,0.9968917,0.9992633,1,0.999658,0.9998179,1,0.9951992,1,0.9998999,0.9619204,0.9995657,1,0.99988997,0.9981919,0.99931055,0.99825865,0.99552417,0.99940836,1,0.999879,0.99635345,0.99975187,0.9968785,0.99973917,1,0.999866,1,1,0.99986064,1,1,0.99218863,1,0.999117,0.9997029,0.99865794,1,0.99970025,1,0.9977113,0.99984664,0.9780392,1,0.99953574,0.9987527,0.99671257,1,0.9998419,1,1,0.9998379,1,1,0.997541,0.9967159,0.99636,1,0.9985035,0.99865615,1,0.999488,0.9996576,0.99291146,0.9989403,0.99946517,0.998748,0.9989238,0.9994579,0.9994484,1,0.99851274,0.999813,0.9943085,0.9998105,1,0.99752665,0.999044,0.99885035,0.9998079,0.99980766,0.9992302,1,1,1,0.99701494,1,1,1,1,0.9993907,1,0.99979615,0.99857116,0.9973431,1,0.99979603,0.9997937,0.99958575,1,0.9989518,1,1,0.99957347,1,1,1,0.99956954,1,0.9997836,1,1,1,1,0.9991195,0.9993395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
audio,0.9972052,0.9948233,0.99903804,0.99866843,1,1,0.999008,0.99819016,0.999848,0.99983966,0.9998847,0.9997544,0.99993646,0.9998639,0.99986297,1,1,1,1,1,1,0.9992631,0.9996676,1,1,1,0.99827653,0.99860334,0.9989982,0.99704736,0.99989146,0.9997801,0.99955964,0.99614865,0.9996553,0.99942005,1,0.9984597,0.99928266,1,0.9990298,0.998882,0.9939872,0.9988248,1,0.9979855,0.999461,1,0.99608225,0.99972004,0.9995689,0.9976536,0.9986784,1,1,1,0.9997003,0.9990998,0.99984956,1,1,1,1,1,0.9970313,0.9998439,1,1,0.9998418,1,0.9993507,0.9991854,1,1,1,0.99751985,0.9973497,1,0.9996642,0.99983096,0.9996585,1,0.9998282,0.9985858,1,0.99982125,1,1,1,0.9994481,0.9988843,0.99718624,0.99791944,0.9990514,1,1,0.99770117,0.9992334,1,0.9992297,0.99845827,0.99960685,1,1,0.9994041,1,1,0.99838805,1,0.99979687,0.99939024,1,1,1,0.999796,1,0.99958706,0.99792403,0.99979043,1,1,1,1,0.99957144,0.99871165,0.9997849,0.99589276,1,1,0.9993451,1,0.9997815,1,1,0.99933904,0.9997792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
static,0.99722743,0.99815434,0.9991163,0.9994023,0.9993008,0.99988574,0.9978226,0.9953358,0.99974644,0.9994648,0.9985559,0.99932367,1,0.9993866,0.99986285,0.9997228,0.9995791,0.99992734,0.9995612,0.9999258,0.9998408,0.9998361,0.99733067,0.99991435,0.9999088,0.99572164,0.9992334,0.99950075,0.9990968,0.9992621,0.99978244,0.99988985,0.99955875,0.99943435,0.99976975,0.9997676,0.9985874,0.9977424,0.99988025,0.99987864,0.97942996,0.99738157,0.99937564,1,0.99959767,0.99771076,0.9985127,0.9994557,0.999021,0.9751258,0.98642534,1,0.9974941,0.99970496,0.9997019,0.99955165,0.99789286,0.9993984,1,0.99969447,0.9919355,0.9993837,0.9996914,0.9998448,0.9998438,0.9973317,0.9988901,0.99952406,0.9985705,0.999839,0.9998373,1,0.98320866,0.9943894,0.99950707,1,0.99950266,0.99866533,0.9996632,0.99659747,0.9969088,1,0.99948287,0.9996457,0.9989257,0.99964124,0.99964017,0.99854755,0.9998155,1,0.99869376,0.9998123,0.9996211,0.9998098,0.9998095,0.99980944,0.9988479,0.99961555,1,0.99162775,0.9996137,0.99940807,0.99880975,0.9998018,0.9992024,1,1,0.99959606,1,0.99979615,0.9997961,1,1,1,0.9929897,0.99979514,0.9993781,0.9987508,0.9995792,1,0.99978864,1,0.99957156,0.9978453,0.9993537,0.99848646,0.9997838,0.9993509,1,0.9995618,1,0.9918178,1,0.99756366,0.9993364,0.9997784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
map,0.9972669,0.998917,0.9996072,0.9998913,0.99924415,0.9985105,0.99720126,0.99916726,0.99913603,0.9981749,0.99698603,0.99950725,1,0.9994536,0.99944985,0.9998611,0.99562335,0.9994173,1,0.99813783,0.99976057,0.9993423,0.9927743,0.9998283,0.9991762,0.9917664,0.999904,0.9997997,0.99899316,0.9997886,0.9996725,0.99922585,0.99867034,0.9990913,0.9996533,0.99965006,0.9994097,0.99952376,0.9957755,0.9995126,0.9982906,0.99397063,0.99962395,0.998817,0.99986535,0.99905455,0.9998644,0.9630312,0.99845374,0.99873006,0.99826086,1,0.9980758,0.99821854,0.99880093,0.99984986,0.9943846,0.9995467,0.9998484,0.9998465,0.9958081,1,0.99875855,0.999844,0.99952877,0.9996852,0.9770396,0.99808365,0.94871795,0.98671913,0.99983644,1,0.9991775,0.9981821,0.99801487,1,0.9954819,1,0.9993225,0.99863434,0.9975841,1,0.9998267,0.9998219,1,1,0.9996381,0.99872196,0.9996287,0.9998144,0.99868596,0.99924415,1,1,1,1,0.99903417,1,0.9996118,0.9978582,0.9992222,0.9986089,0.9986022,0.99659866,0.9995988,1,0.9993928,1,0.9997967,0.9995895,0.9989729,1,1,1,0.995029,1,1,1,0.9997882,0.99978817,0.9997872,1,0.9984884,0.9991333,0.99978316,1,0.9986925,0.9840743,0.9993428,1,0.999337,0.9988943,0.99955505,1,0.9995546,1,1,0.99820304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layout,0.9972842,0.99275,0.9795399,0.9983662,1,1,0.99976325,1,0.9912865,0.9997855,0.9999422,0.99993837,0.99993616,1,1,0.9999305,1,1,1,1,1,0.99967086,1,1,1,1,0.9975899,1,0.9787059,0.99989414,0.9994531,0.99977857,0.99988914,0.99988633,1,0.997776,0.9998818,1,0.9992771,0.999878,0.99926686,1,0.9986174,0.99815524,0.9972951,0.9991882,0.98678595,1,0.99971867,0.9995762,0.999855,1,0.99925923,1,1,1,1,1,0.9734996,1,1,1,0.9998447,1,0.9952569,1,0.99984044,1,1,1,0.9914035,1,0.9996704,1,1,0.9998333,0.999833,1,0.99932086,1,1,1,0.99930483,1,1,0.9842057,1,1,1,1,0.9994358,0.9992421,0.9998089,1,1,0.9996154,0.99980646,1,1,0.9996102,1,1,1,1,1,1,0.9997971,0.9888729,0.97492164,1,0.99773103,1,1,0.99875855,1,1,1,1,0.9995751,1,0.9931242,0.99935275,1,0.9962947,1,0.9962793,1,1,1,0.9997787,1,0.9991129,0.9997769,1,0.99955314,1,1,0.99977505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testing,0.99728787,0.9988617,0.9992138,0.9977929,0.9961792,0.9985478,0.99976325,0.99838084,0.999288,0.99962443,0.9996528,0.99932164,0.9941573,0.9989053,0.9998624,0.9975606,0.9997184,0.9997813,0.99926585,0.99932957,0.99896026,0.9991766,0.9995822,0.99750024,0.9994501,0.9993338,0.99778247,0.9995987,0.99798083,0.9994703,0.9986861,0.9994461,0.9971092,0.9994312,0.9983768,0.9983616,0.9336863,0.9978489,0.99915624,0.9968169,0.9981645,0.99661016,0.9991203,0.9998684,1,0.99851006,0.9997281,0.9997261,0.9994369,0.99759275,0.9994195,0.99911267,0.9997037,0.99970275,0.9990987,0.99849284,0.99742115,0.99939394,1,0.99938416,0.9989137,0.99797887,0.9995336,0.9754886,0.99968505,0.9987364,0.9995209,0.99984014,1,0.9996754,0.9995078,0.99769056,0.99967027,0.9971798,0.9990056,0.99983317,0.9994986,0.94450355,0.99983025,0.99880177,0.9998273,0.9998267,0.99721205,0.9994638,0.99801123,0.9996381,0.99963695,0.9979839,0.99832183,0.99944127,0.997738,1,1,0.999808,0.99942285,0.9988446,0.99922496,0.999806,0.9998053,0.99882907,0.99921966,0.99980086,1,0.9997999,0.99697274,1,0.999797,1,1,0.9964876,0.99958795,0.9993794,0.9995863,0.9997932,1,0.98721975,0.99895245,0.99957967,0.99957484,0.9997874,1,0.99978423,0.9989168,0.99891233,0.99934685,1,0.9989066,1,0.99956036,1,0.9995564,0.99844545,0.9986589,0.99888194,0.99641174,0.9993275,1,0.99887335,0.99977326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garbage-collection,0.99730885,0.9982637,0.9995086,0.9997007,0.9995518,0.9996944,0.99924135,0.99621063,0.99994916,0.99978524,0.99820185,0.9998766,0.9998722,0.9992468,0.9997244,0.99979115,0.99992955,0.999854,0.99720097,0.99992543,0.99967986,0.9996703,0.99882746,0.99982774,0.9997247,0.99990475,0.99971086,0.999095,0.9995961,0.9998939,0.99978083,0.9996671,1,1,1,0.9995315,0.9995259,0.9995218,0.9991545,0.9998777,0.9993876,0.98252106,0.9998742,0.9997362,0.99986476,0.99700886,0.99986374,0.9973858,0.9971715,0.9998584,0.998544,0.9974755,0.9998515,0.99985105,0.9998495,0.99969816,0.9978717,1,1,0.9978355,0.9946875,0.99984443,1,1,0.999052,0.94843644,0.99935937,1,0.99855536,1,0.99983555,1,0.9993384,0.99950206,0.9985035,0.999498,0.99916166,0.9994944,0.9998297,0.9998285,0.9986128,0.9994785,0.9998257,0.99964154,0.99527186,0.99963695,1,0.9996329,1,1,0.9984883,0.9990489,1,1,1,0.999807,0.9996114,0.9955034,1,0.9998044,0.9992171,0.99920017,0.99939734,0.9997992,0.99959606,1,1,1,1,0.99979335,1,1,0.9991693,1,0.9997924,0.99979234,0.9997899,0.99809885,1,1,1,1,1,0.99912685,1,0.99934256,1,0.9986822,1,1,0.99977744,0.9991089,0.9997759,0.9997757,0.99887717,1,0.9990991,0.9968268,0.9986326,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
design,0.9973237,0.99891657,0.99803114,0.99972785,0.99823225,0.99846953,0.9994783,0.9980832,0.9980622,0.99913985,0.9996522,0.9995058,0.99968016,0.9969778,0.9994481,0.99902374,0.9996473,0.9999269,0.99985296,0.99843085,0.9990381,0.9995049,0.9997487,0.9976672,0.99871254,0.9967467,0.9987443,0.99969816,0.9944111,0.99968123,0.99978054,0.9993331,0.99452025,0.9994293,0.99976766,0.99859124,0.9988122,0.99627674,0.9946537,0.9984053,0.99569124,0.996977,0.9996218,0.9997358,0.9991866,0.99330235,0.999727,0.9966901,0.99759275,0.9981526,0.9483841,0.9994061,0.9998512,0.9989544,0.99924576,0.9992437,0.9978678,0.99954355,0.9996947,0.9996908,0.99640566,0.99984413,0.9996877,0.9995285,0.9990502,0.9998415,0.9985547,0.9991965,0.99903554,0.9998369,0.9998352,0.99966913,0.9929953,0.9985018,0.9993341,0.9998324,0.9996641,0.9964425,0.9996587,0.92361754,0.9994792,0.9979065,1,0.99892145,0.9992739,0.99927205,1,0.999448,0.99962556,0.99925077,0.999243,0.9984739,1,0.99980694,0.99980664,0.999613,0.9990255,0.9996097,0.9996083,0.98467356,0.9988224,0.9995993,0.9997987,1,0.9953233,1,0.9997958,0.99958956,0.9989729,0.9989633,0.99896306,0.99958384,1,1,0.99498117,0.9993753,0.99957865,0.998942,0.999144,0.999358,1,1,0.99934626,0.9991245,0.999781,0.99956065,0.9891111,0.9958039,0.9993361,0.99977714,0.9982119,0.9973148,0.99752253,0.99864924,1,0.99977446,0.99977434,0.99613374,0.99954337,0.99701494,0.9981639,0.9995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
java.util.scanner,0.9973743,0.99992657,0.9994884,0.99918216,1,1,0.9924384,0.9996066,1,0.9999462,0.9920384,0.9998143,1,0.99993134,0.99993086,1,1,0.99425286,1,1,0.9997589,1,0.9939133,1,0.9999078,0.9999042,0.99873936,0.99919134,0.9993908,0.99967986,0.99955904,1,1,0.98922616,1,0.99988216,0.9996422,0.9938294,0.9990274,1,0.9987665,0.99949485,0.9998733,0.9998672,1,0.99972683,0.99945086,0.99972343,1,0.9955575,0.99956024,0.9998507,0.9979004,1,0.99573493,1,1,1,0.9996928,1,0.9976437,0.9998431,0.9993712,1,0.99968153,1,0.99886876,1,0.9990291,0.9986853,0.99983406,1,0.9989985,1,1,0.9996624,0.9907881,1,1,0.9989607,0.9998252,1,0.9996481,0.98643196,0.9998172,1,1,1,1,1,0.9998094,1,0.9994184,1,1,1,1,1,1,0.99980235,0.99002,0.99206185,0.99857754,1,1,1,1,0.9997931,1,1,0.999791,1,1,1,0.9997901,0.9997901,0.99978757,0.99978673,0.9906379,1,1,1,1,1,0.9995579,1,1,0.99977803,1,1,1,0.99796885,0.99658704,1,0.9990911,1,1,0.9990845,0.9995391,1,0.9995372,0.99953544,0.99953413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groovy,0.99739283,0.99988985,0.9995867,0.9980614,0.997807,0.998735,0.9995244,0.9992616,0.9971335,0.99978447,0.99854463,0.9997521,0.9958755,0.99938095,0.9993074,0.9987395,0.9982981,0.99691015,0.99881744,0.99925023,0.9995976,0.99800766,0.99949497,0.99930656,0.9978721,0.9990402,0.9995148,0.99908876,0.9995933,0.99796575,0.9987844,0.99988824,0.999328,0.9987355,0.999181,0.9997639,0.99652445,0.9987939,0.9991475,0.9990125,0.9993825,0.99848,0.99987304,0.9993342,0.99959034,0.9994524,1,0.99847394,1,0.99942774,0.99985313,0.9979007,0.99969995,0.9990964,0.9981724,0.9986262,0.99954,1,1,0.99953204,0.9996857,0.9960537,0.9968404,0.99920696,0.9990417,0.9980775,0.99756694,0.99967587,0.9991891,0.9990119,0.99983364,0.9978254,0.99949825,0.9974769,1,0.9989839,0.9993217,0.99382716,0.99982774,0.9991318,0.99947405,0.9987678,0.99485904,0.9990922,0.9987156,1,0.9996313,0.9985114,0.9998108,0.99962157,0.9963553,1,0.9988327,0.99921876,0.9992175,0.99862933,0.9990148,1,0.99861246,0.999405,0.99861056,0.9997974,0.9997964,0.9995927,0.9989754,0.998971,1,1,1,0.9953684,0.9997904,0.99915755,0.9997895,0.99915737,0.99810165,0.99978936,0.99978685,0.9997861,1,0.99935025,1,0.9997802,0.99579364,1,0.9991125,1,0.9991089,0.99955446,0.99843013,1,0.9993217,0.99954784,0.99931693,1,0.99863136,0.9961027,0.9997714,0.99931115,0.9986111,1,0.996273,0.9990672,0.9992986,0.999764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
